ID,CRE,BILL_1,BILL_2,BILL_3,STA_1,STA_2,STA_3,AMT_1,AMT_2,AMT_3
5913,25596,30,270,10,duly,duly,duly,239,55,10
5914,18486,84,34,145,duly,duly,duly,72,19,149
5915,4977,4851,4241,1887,duly,delay,delay,231,78,36
5916,17064,82,69,0,,,duly,41,69,0
5917,35550,14111,12109,12937,duly,duly,duly,1428,2846,818
5918,12087,12402,7050,6580,duly,duly,duly,544,249,242
5919,7821,3196,3406,3499,delay,duly,delay,70,284,108
5920,9954,3140,3432,3592,duly,duly,delay,146,213,220
5921,21330,54,63,1971,duly,duly,duly,62,996,110
5922,21330,322,144,99,delay,duly,duly,465,39,60
5923,1422,1338,1197,645,delay,delay,duly,44,1084,0
5924,7110,5300,5497,5719,duly,duly,duly,223,228,234
5925,5688,202,684,0,,,duly,0,684,0
5926,5688,3306,3386,3847,duly,duly,duly,249,284,356
5927,1422,28,28,42,duly,duly,duly,28,28,14
5928,17064,226,0,0,delay,,duly,226,0,0
5929,17064,260,258,117,,,duly,158,207,183
5930,16353,703,35,669,delay,duly,duly,109,280,556
5931,3555,2709,1708,1384,duly,duly,duly,144,71,61
5932,27018,2906,3045,3283,duly,duly,duly,109,156,124
5933,17775,450,2057,1627,duly,duly,duly,1746,706,3389
5934,8532,8432,8631,8317,delay,delay,delay,363,149,327
5935,17775,8943,15374,12685,duly,duly,duly,889,2489,747
5936,6399,6576,6513,6525,duly,duly,duly,309,281,263
5937,9243,6407,6542,6933,delay,delay,delay,320,256,252
5938,29862,3467,3110,2906,duly,duly,duly,236,1530,3167
5939,17775,4457,3556,3528,duly,duly,duly,159,134,123
5940,21330,20871,18683,17787,duly,duly,duly,1031,675,640
5941,17064,2486,0,0,duly,,duly,107,0,0
5942,6399,420,192,521,duly,duly,duly,205,235,144
5943,18486,16861,15102,15623,duly,duly,duly,960,960,711
5944,17064,9071,3736,0,duly,duly,duly,338,0,50
5945,3555,3277,3403,3505,duly,duly,duly,137,121,133
5946,9954,5801,6047,6692,duly,duly,duly,215,267,441
5947,7821,3674,3821,3709,duly,duly,duly,214,213,178
5948,17775,-1,55,2184,delay,duly,duly,58,624,1634
5949,10665,63,165,-1,delay,delay,duly,50,115,0
5950,711,311,460,580,delay,delay,delay,71,107,49
5951,12087,108,105,129,duly,duly,duly,43,210,25
5952,18486,27,20,7,duly,duly,duly,28,3,12
5953,3555,1590,950,1101,duly,delay,duly,562,71,142
5954,11376,147,241,100,duly,delay,duly,123,150,67
5955,21330,22696,22157,21591,duly,duly,duly,809,792,751
5956,3555,3533,1735,235,duly,duly,duly,190,249,364
5957,18486,10673,10200,8255,duly,duly,duly,375,356,254
5958,3555,1321,1391,1282,duly,delay,duly,143,73,42
5959,5688,5375,3802,2084,duly,duly,duly,278,92,88
5960,15642,1183,1797,1090,duly,duly,delay,1111,1419,301
5961,4977,5033,4973,2544,duly,duly,duly,200,145,77
5962,711,497,636,687,duly,duly,duly,92,53,41
5963,2133,2589,2445,2239,delay,delay,delay,71,71,71
5964,5688,5531,5642,5670,duly,duly,duly,202,220,205
5965,24174,4681,4684,4222,duly,delay,delay,288,356,356
5966,34839,-1,205,1955,delay,delay,duly,267,1017,89
5967,3555,0,0,0,delay,,duly,0,25,82
5968,3555,3527,2238,1373,duly,duly,duly,142,71,71
5969,7110,4057,4629,5371,duly,duly,duly,284,494,313
5970,24885,0,0,0,,,duly,0,0,0
5971,21330,1087,2206,339,duly,duly,duly,2497,609,0
5972,14220,3026,3548,3912,duly,duly,duly,284,320,213
5973,35550,3417,2488,1323,duly,duly,duly,123,84,36
5974,29151,1074,368,115,,,duly,1156,216,73
5975,24885,5076,5020,3982,duly,duly,duly,1067,284,391
5976,7110,1645,178,1747,duly,duly,delay,148,110,1716
5977,16353,7774,1085,3161,duly,duly,duly,3047,1914,533
5978,1422,1348,1432,1435,duly,duly,duly,118,50,54
5979,7110,2751,118,3332,delay,duly,duly,82,0,3493
5980,2844,829,0,0,duly,,duly,0,0,0
5981,35550,11282,8084,4844,duly,duly,duly,1732,214,2346
5982,3555,3177,3291,3211,duly,duly,duly,178,193,178
5983,5688,4859,5265,5381,duly,delay,delay,319,107,217
5984,1422,1330,1309,1393,duly,duly,duly,302,124,71
5985,5688,4747,2947,1369,duly,duly,duly,175,107,43
5986,3555,493,199,165,duly,duly,duly,133,36,107
5987,2133,2218,1749,773,duly,duly,duly,113,89,214
5988,2133,1648,1376,1041,duly,duly,delay,173,71,101
5989,11376,129,160,351,duly,duly,duly,133,119,351
5990,7821,1340,498,60,duly,duly,duly,178,36,41
5991,14220,3513,3594,3527,duly,duly,duly,137,213,196
5992,4977,3277,3410,3327,delay,delay,duly,142,71,167
5993,16353,11990,12174,12615,duly,duly,duly,431,445,509
5994,27729,1888,3254,3583,duly,duly,duly,889,356,285
5995,14220,178,178,178,delay,delay,delay,0,0,0
5996,28440,1757,1879,2099,delay,duly,duly,105,143,77
5997,7110,3439,3579,3731,duly,duly,duly,151,142,139
5998,14220,0,0,0,,,duly,0,0,0
5999,7110,991,1234,953,duly,duly,delay,142,99,48
6000,27018,28,28,41,duly,duly,duly,28,41,15
6001,17775,2254,1141,170,duly,duly,duly,146,120,87
6002,2133,728,855,645,duly,duly,duly,96,113,178
6003,27018,3733,5997,6794,duly,duly,duly,2496,892,1268
6004,9243,3657,3615,3317,delay,delay,delay,181,160,53
6005,25596,1057,117,73,duly,duly,duly,319,111,73
6006,4977,2986,1907,1917,duly,duly,duly,135,124,53
6007,5688,827,21,806,duly,duly,duly,775,711,247
6008,1422,1130,1257,609,delay,delay,duly,107,0,0
6009,11376,534,0,0,,,duly,313,0,0
6010,3555,3590,1795,1313,duly,duly,duly,109,689,63
6011,4977,4871,4943,4917,duly,duly,duly,231,210,197
6012,8532,7394,7725,8069,duly,duly,duly,284,498,327
6013,16353,4529,2662,1218,duly,duly,duly,247,182,20
6014,1422,229,282,236,duly,duly,duly,86,19,17
6015,3555,2932,1999,1432,duly,duly,duly,123,63,67
6016,39105,680,7,291,delay,delay,duly,3,29,515
6017,1422,1280,1314,1339,delay,delay,delay,0,107,71
6018,6399,4019,4320,4197,duly,duly,duly,217,213,154
6019,3555,16,67,76,,,duly,32,66,185
6020,15642,15799,11618,7227,duly,duly,duly,531,328,204
6021,5688,1241,1374,1470,duly,duly,duly,93,71,69
6022,5688,3363,3359,3427,delay,delay,delay,34,107,105
6023,12087,9570,7916,7543,duly,duly,duly,924,356,178
6024,24885,6084,4352,2937,duly,duly,duly,194,153,102
6025,5688,2149,1755,1294,duly,duly,duly,109,54,457
6026,4977,7329,6676,5947,duly,duly,duly,270,178,188
6027,3555,1338,1153,1182,delay,delay,duly,71,71,214
6028,18486,0,597,7,,duly,duly,340,1,27
6029,4977,4660,4601,2109,duly,duly,delay,202,160,76
6030,17064,978,799,868,duly,duly,duly,480,178,356
6031,28440,5432,5063,5158,duly,delay,duly,249,212,313
6032,33417,0,0,28,,,duly,0,28,0
6033,21330,0,36,46,delay,,duly,0,49,33
6034,27729,4222,4446,4354,duly,duly,duly,356,320,284
6035,3555,2149,1554,1025,duly,duly,duly,108,10,1146
6036,10665,2743,2478,2312,duly,duly,duly,111,84,81
6037,35550,594,694,568,duly,,duly,626,734,778
6038,35550,1584,402,0,duly,duly,duly,1324,24,84
6039,14220,8193,8269,8398,duly,duly,duly,363,304,302
6040,21330,26,36,8,duly,duly,duly,8,37,0
6041,17775,1046,670,1192,duly,duly,duly,240,537,507
6042,12087,11876,11853,6622,duly,duly,duly,462,320,252
6043,44793,663,462,333,duly,duly,duly,267,462,102
6044,3555,5414,3532,2103,duly,duly,duly,135,96,77
6045,16353,5079,4634,2212,duly,duly,duly,368,407,729
6046,4977,5921,4113,4288,duly,duly,duly,192,151,188
6047,16353,2072,1283,699,duly,duly,duly,246,117,125
6048,21330,0,31,0,delay,,duly,62,31,0
6049,7821,9228,9576,7689,duly,duly,duly,326,249,173
6050,9954,8979,9151,7542,duly,duly,duly,533,356,356
6051,12798,127,73,197,delay,delay,delay,0,108,12
6052,22041,11,0,0,,,duly,0,0,0
6053,20619,318,368,1388,delay,duly,duly,64,1213,692
6054,20619,4715,4701,4485,duly,duly,duly,226,249,373
6055,14220,283,416,262,duly,duly,duly,364,297,217
6056,2133,2043,2075,2622,delay,delay,delay,64,108,134
6057,35550,24031,19937,26767,duly,duly,duly,801,7326,2426
6058,4977,455,977,209,delay,duly,delay,747,284,36
6059,35550,3689,2908,680,,duly,duly,4984,1698,719
6060,13509,11389,11938,12290,delay,delay,duly,800,217,466
6061,5688,2902,4154,2641,duly,duly,duly,2347,180,179
6062,28440,20173,18550,14923,duly,duly,duly,740,563,540
6063,22752,3335,3546,3762,duly,duly,duly,142,213,131
6064,10665,9568,5478,5441,duly,duly,duly,320,1600,209
6065,25596,548,1235,403,duly,duly,duly,686,1319,178
6066,12087,150,178,284,duly,duly,duly,185,249,142
6067,2133,0,0,0,,,duly,0,0,0
6068,4266,1232,685,427,duly,duly,duly,1009,184,482
6069,3555,22,0,0,,,duly,22,0,0
6070,12087,5865,3936,4164,duly,duly,duly,209,221,185
6071,3555,1077,1322,1699,duly,duly,duly,142,213,142
6072,3555,811,987,1142,duly,delay,duly,160,71,142
6073,6399,26,52,18,duly,duly,duly,46,0,39
6074,17064,16896,13804,14010,duly,duly,duly,587,484,1321
6075,3555,614,754,905,delay,delay,duly,71,107,71
6076,9954,3274,4395,4168,duly,duly,duly,1884,320,213
6077,4266,2287,1513,961,duly,duly,duly,290,320,178
6078,17775,320,1149,297,duly,duly,duly,1115,333,284
6079,14220,91,500,221,duly,delay,duly,11,489,269
6080,3555,1841,3399,18,duly,delay,duly,1732,75,0
6081,29862,367,221,2442,delay,,duly,36,265,2476
6082,12798,1389,1149,444,duly,duly,duly,320,10,7
6083,7110,6094,6063,6269,duly,duly,duly,277,227,186
6084,12798,6044,5121,5548,duly,duly,duly,214,971,149
6085,12798,2126,1040,54,delay,delay,delay,105,17,21
6086,11376,968,319,172,duly,duly,duly,256,178,965
6087,2133,1889,2143,3094,duly,delay,delay,217,49,89
6088,22752,50,751,621,duly,duly,duly,257,337,49
6089,15642,89,0,0,duly,,delay,0,0,0
6090,10665,39,27,19,duly,duly,duly,34,11,8
6091,9954,575,930,1189,duly,duly,duly,545,107,284
6092,2133,1532,1271,920,duly,duly,duly,142,86,107
6093,35550,16910,3571,3580,delay,duly,duly,1938,2219,1138
6094,3555,350,443,1022,,,duly,718,741,677
6095,1422,732,1070,1069,duly,delay,delay,214,25,89
6096,14220,3416,5796,4102,duly,duly,duly,2844,2320,3363
6097,21330,127,39,29,,,duly,100,17,62
6098,7821,7706,7576,7747,delay,duly,delay,185,274,277
6099,17064,16409,6723,11579,duly,duly,duly,462,4979,3128
6100,2133,1502,1719,1845,duly,duly,delay,131,167,153
6101,8532,0,0,0,,,duly,0,0,0
6102,10665,11403,10981,10700,delay,delay,delay,0,0,1
6103,5688,5299,3901,3023,duly,duly,duly,206,112,114
6104,14220,-124,-499,-756,delay,,duly,0,0,0
6105,711,337,543,397,duly,duly,duly,142,142,36
6106,12798,11606,9628,8486,duly,duly,duly,385,363,302
6107,35550,3619,385,478,duly,duly,duly,1257,422,577
6108,12798,28,28,28,duly,duly,duly,28,28,28
6109,1422,461,597,649,delay,delay,delay,64,46,114
6110,12798,116,155,0,delay,delay,delay,96,0,0
6111,12798,667,1330,848,,duly,duly,1561,205,675
6112,16353,11599,9916,8298,duly,duly,duly,470,358,302
6113,7110,2931,3083,3203,duly,duly,duly,134,129,120
6114,5688,1153,1180,1234,delay,delay,delay,46,50,82
6115,14220,2280,354,692,delay,duly,duly,474,876,4
6116,1422,1202,1220,1397,duly,duly,delay,109,153,36
6117,11376,1983,2042,2145,delay,delay,duly,107,85,124
6118,16353,13459,13160,12690,delay,delay,delay,544,238,444
6119,1422,445,0,733,duly,,duly,0,476,0
6120,5688,324,108,704,duly,duly,duly,73,351,23
6121,17064,16692,13395,9372,duly,duly,duly,736,315,220
6122,13509,10361,9920,10499,duly,duly,duly,509,537,434
6123,5688,0,0,0,delay,,duly,0,0,0
6124,9243,28,42,412,duly,delay,duly,28,19,426
6125,14220,23,23,23,duly,duly,duly,23,23,23
6126,13509,202,396,639,duly,duly,duly,128,175,89
6127,13509,21,31,31,delay,delay,duly,21,21,10
6128,22752,16958,14129,10216,duly,duly,duly,818,487,341
6129,4266,3468,3594,3813,duly,delay,duly,213,178,153
6130,5688,2224,1001,533,delay,duly,duly,711,912,533
6131,10665,2339,3463,4333,duly,duly,duly,711,711,534
6132,7821,4510,3975,2382,duly,duly,duly,192,142,142
6133,11376,8,-2,16,duly,duly,delay,8,21,8
6134,22752,10486,10857,11280,duly,duly,duly,498,404,556
6135,7821,7718,7928,7871,duly,duly,delay,373,604,160
6136,2133,1940,1059,0,duly,duly,duly,142,71,0
6137,4977,4924,3156,3535,duly,duly,duly,173,1852,147
6138,26307,1000,11903,6101,duly,duly,duly,5966,263,43
6139,14931,0,35,0,,,duly,35,0,8
6140,9954,13506,13336,13597,delay,delay,duly,231,231,473
6141,33417,15101,14943,13457,duly,duly,duly,549,677,422
6142,17064,45,59,-21,delay,duly,duly,45,60,51
6143,1422,1197,1259,1258,duly,duly,duly,171,64,107
6144,5688,3052,2145,2000,duly,duly,duly,106,71,70
6145,12087,3668,3786,3818,duly,duly,duly,160,141,148
6146,10665,24,0,0,duly,,duly,0,0,0
6147,5688,2179,2327,2161,delay,duly,delay,71,87,142
6148,19197,1403,1257,139,duly,duly,duly,143,139,298
6149,5688,2847,5595,3586,duly,duly,duly,1934,172,127
6150,15642,42,28,33,delay,duly,duly,14,28,33
6151,2844,1937,1538,1307,duly,duly,duly,178,213,284
6152,8532,5605,5848,6061,duly,duly,duly,240,217,222
6153,44793,32209,33804,27000,duly,duly,duly,1422,1244,1067
6154,1422,664,846,654,duly,duly,duly,142,0,393
6155,18486,16603,17298,13395,delay,duly,delay,380,882,502
6156,18486,0,0,0,,,delay,0,0,0
6157,21330,28,19,37,delay,duly,duly,9,28,10
6158,6399,28,0,0,duly,,duly,0,0,0
6159,1422,1307,1225,1251,delay,delay,delay,0,49,57
6160,21330,8872,8739,6025,duly,duly,duly,462,225,5574
6161,18486,438,647,271,,,duly,476,566,342
6162,3555,2229,1857,1994,duly,duly,duly,132,160,83
6163,14931,-14,14182,7084,delay,duly,duly,7105,0,0
6164,34839,4381,3890,3195,duly,duly,duly,646,320,1422
6165,25596,616,1012,225,duly,duly,duly,857,198,356
6166,4266,4250,3230,2886,duly,duly,duly,150,114,110
6167,2133,1912,1956,1184,duly,duly,duly,132,96,71
6168,14220,5996,3750,3810,duly,duly,duly,249,3395,57
6169,13509,13705,12365,11009,duly,duly,duly,537,395,405
6170,5688,4477,3381,2938,duly,duly,duly,178,143,142
6171,2133,2104,2118,1940,duly,duly,duly,171,70,54
6172,2133,1888,2024,2050,delay,delay,delay,110,85,132
6173,1422,28,779,105,duly,duly,duly,28,383,0
6174,11376,11085,10860,9646,duly,delay,duly,537,402,330
6175,25596,20007,18116,15375,duly,duly,duly,901,491,472
6176,8532,61,48,34,duly,duly,duly,34,48,61
6177,7110,7221,7214,6516,delay,duly,duly,338,260,654
6178,9243,1231,1399,968,duly,duly,duly,1192,142,85
6179,7110,7,0,5,delay,,duly,7,0,25
6180,3555,3435,2244,758,delay,duly,duly,223,81,747
6181,2133,1750,1935,1989,duly,duly,delay,117,107,124
6182,25596,0,0,0,delay,,duly,0,0,0
6183,3555,1154,1271,1191,delay,delay,delay,89,71,36
6184,7821,5543,4535,4225,duly,duly,duly,210,153,146
6185,14220,13355,11596,10766,duly,duly,duly,960,1067,889
6186,6399,4555,948,3330,duly,delay,duly,203,788,2720
6187,15642,128,501,454,duly,duly,duly,305,311,419
6188,14931,2353,2429,2460,duly,duly,duly,123,87,87
6189,11376,0,0,0,delay,,duly,0,0,0
6190,18486,10264,10101,7938,duly,duly,duly,358,305,277
6191,14220,213,4866,257,,,duly,4216,917,741
6192,28440,325,469,577,duly,duly,duly,286,287,268
6193,12087,9226,9386,9636,duly,duly,duly,381,355,603
6194,2133,1367,1356,676,duly,delay,delay,120,52,104
6195,34839,3320,3122,949,duly,duly,duly,285,896,149
6196,3555,2897,2956,3229,delay,delay,delay,75,121,277
6197,16353,123,0,0,duly,,delay,0,0,0
6198,3555,898,967,486,duly,duly,duly,1087,410,356
6199,11376,1827,0,0,duly,,delay,0,0,0
6200,3555,-45,-64,0,delay,,duly,32,64,0
6201,14220,174,174,174,delay,delay,delay,0,0,0
6202,12798,28,28,28,duly,duly,duly,28,28,28
6203,14931,0,0,0,delay,,delay,0,0,0
6204,24885,1280,743,497,delay,,duly,1599,731,258
6205,14220,34,39,39,duly,delay,delay,22,39,22
6206,28440,1355,1250,1619,,,duly,988,1263,6678
6207,14931,-12,-2322,101,,,duly,0,3195,1831
6208,25596,21859,15256,89,duly,duly,duly,935,269,0
6209,22752,454,602,415,duly,duly,duly,274,498,464
6210,17775,177,177,177,delay,delay,delay,0,0,0
6211,12087,6235,6599,7079,duly,duly,delay,287,341,320
6212,24174,11253,8544,19043,duly,duly,duly,74265,53682,5866
6213,21330,-54,-73,-37,,,duly,71,78,124
6214,20619,20620,19960,20568,duly,duly,delay,839,733,732
6215,9243,5354,1778,0,duly,duly,duly,124,0,0
6216,22752,2034,1709,496,duly,duly,duly,356,142,249
6217,10665,59,42,62,delay,duly,duly,14,90,0
6218,8532,421,137,36,duly,duly,duly,121,30,43
6219,9243,8194,9016,296,duly,duly,duly,1261,3186,53
6220,20619,22005,19231,16999,delay,duly,duly,432,3200,656
6221,17775,14944,4318,37,duly,duly,duly,498,0,78
6222,24885,1641,1671,1739,delay,duly,duly,60,89,124
6223,9243,7110,7506,7260,duly,duly,delay,343,277,249
6224,33417,14923,8306,2979,duly,duly,duly,464,171,214
6225,14220,0,0,0,,,duly,0,0,0
6226,7821,0,0,0,delay,,duly,0,0,0
6227,12087,1476,1131,333,delay,delay,duly,683,227,235
6228,2133,297,448,497,duly,duly,duly,85,51,18
6229,1422,18,18,18,delay,delay,delay,0,0,0
6230,22041,2359,2992,4106,duly,duly,duly,788,945,912
6231,10665,0,0,26,delay,,duly,0,26,59
6232,2844,1810,1924,2021,delay,delay,delay,110,142,89
6233,11376,2259,2282,2102,duly,duly,duly,213,213,213
6234,3555,2218,0,0,duly,,duly,59,0,0
6235,17064,4436,4861,4984,duly,duly,delay,284,185,299
6236,4977,876,498,0,duly,duly,duly,498,0,0
6237,5688,2850,2215,2155,duly,duly,duly,117,224,96
6238,3555,1712,1098,758,duly,duly,duly,127,395,45
6239,2133,1158,1282,1278,delay,delay,delay,142,28,60
6240,17064,0,0,0,,,delay,0,0,0
6241,12798,1720,656,391,duly,duly,duly,1396,685,181
6242,18486,0,0,0,delay,,delay,0,0,0
6243,1422,14,28,0,duly,duly,duly,28,0,0
6244,28440,538,847,629,duly,duly,duly,624,868,481
6245,34128,20106,21731,23312,duly,duly,delay,1102,1671,533
6246,19197,9043,9373,8862,duly,duly,duly,410,347,339
6247,3555,450,0,0,duly,,duly,0,0,0
6248,8532,3017,892,758,duly,duly,duly,285,185,107
6249,5688,0,23,12,duly,,duly,23,23,35
6250,7110,7143,6934,6541,delay,delay,delay,142,271,672
6251,3555,4342,3855,2938,duly,duly,duly,160,101,158
6252,10665,714,2178,944,duly,duly,duly,417,1975,1860
6253,2133,1821,1920,1968,duly,delay,delay,123,78,107
6254,2133,99,104,162,duly,duly,duly,99,112,106
6255,19908,2275,2335,18,duly,duly,duly,356,178,188
6256,5688,3038,3031,2642,,,duly,422,2714,0
6257,25596,4358,5542,1779,duly,duly,duly,2823,7161,6164
6258,3555,3050,2129,2168,duly,duly,duly,139,116,100
6259,17064,16195,14185,12053,duly,duly,duly,621,415,407
6260,3555,1880,2073,1591,duly,duly,duly,143,145,171
6261,17064,-1,-1,-1,delay,,delay,0,0,0
6262,21330,11416,6440,5319,duly,duly,duly,292,231,2737
6263,4266,3320,3472,3634,duly,duly,duly,135,135,142
6264,3555,2392,1157,95,duly,duly,delay,111,77,613
6265,3555,1382,1481,1352,duly,duly,duly,102,142,71
6266,3555,1536,0,0,delay,,delay,213,0,0
6267,16353,12,0,0,delay,,duly,12,0,15
6268,3555,3397,913,617,duly,duly,duly,163,34,36
6269,2133,1033,1738,1193,duly,duly,duly,903,107,1042
6270,7821,43,43,32,delay,delay,delay,0,0,0
6271,2133,827,859,655,,duly,duly,621,897,615
6272,6399,2722,2044,1252,duly,duly,duly,177,90,24
6273,10665,278,339,417,duly,duly,duly,328,380,42
6274,1422,1299,1432,709,duly,duly,duly,142,0,0
6275,12798,285,43,0,delay,duly,duly,328,0,0
6276,10665,0,127,0,,,duly,0,127,0
6277,1422,0,55,0,delay,delay,delay,28,0,0
6278,3555,2113,2351,2372,duly,duly,delay,427,160,54
6279,6399,28,14,48,delay,delay,delay,28,34,0
6280,21330,301,464,342,,duly,duly,438,553,231
6281,6399,136,445,24,,,duly,490,379,24
6282,2133,1018,918,0,delay,delay,duly,36,0,0
6283,7110,66,28,14,duly,duly,duly,66,28,85
6284,1422,1788,1633,1515,delay,delay,delay,60,59,69
6285,1422,720,595,622,duly,delay,duly,86,21,31
6286,11376,10841,8793,6869,duly,duly,duly,519,348,142
6287,1422,1984,1413,700,duly,duly,duly,226,0,0
6288,5688,83,85,117,delay,duly,duly,109,91,243
6289,9954,378,773,3762,,duly,duly,419,145,2951
6290,9243,55,28,58,delay,delay,delay,14,52,14
6291,15642,2885,3995,5570,duly,duly,duly,391,1533,1424
6292,1422,1120,1242,1264,delay,delay,delay,132,36,107
6293,9243,804,1153,1375,duly,duly,duly,178,142,213
6294,4266,4599,3332,2779,delay,duly,duly,82,99,100
6295,34839,7908,6067,6404,duly,duly,duly,202,3263,224
6296,14220,20330,16456,13943,delay,delay,duly,182,7392,429
6297,8532,0,0,0,,,duly,0,0,0
6298,3555,1844,2023,3044,duly,duly,delay,116,164,72
6299,12087,10533,12428,9290,duly,duly,duly,3310,107,4901
6300,3555,3256,1453,1366,duly,duly,duly,118,83,67
6301,19908,355,103,400,duly,duly,duly,18,287,207
6302,1422,1297,1578,1545,delay,delay,delay,167,68,0
6303,7110,916,365,28,duly,duly,duly,84,49,28
6304,18486,624,1285,822,duly,duly,duly,1494,1254,647
6305,21330,91,28,40,,,duly,24,45,23
6306,3555,330,836,83,duly,duly,duly,468,495,65
6307,14220,1614,1670,180,,,duly,50,75,62
6308,9243,1228,1409,1480,duly,duly,delay,107,85,107
6309,17064,193,433,0,duly,duly,duly,143,89,3
6310,3555,3684,3270,1126,duly,duly,duly,146,115,129
6311,711,671,664,703,delay,duly,duly,89,43,7
6312,12087,22,22,22,duly,duly,duly,22,22,22
6313,5688,5401,3613,2028,duly,duly,duly,249,112,103
6314,5688,3777,4121,6770,duly,duly,duly,216,188,1173
6315,14220,12440,12956,13790,duly,duly,duly,464,487,533
6316,22752,315,497,33,,,duly,749,58,328
6317,17775,1139,1140,299,duly,duly,duly,1905,292,299
6318,14220,332,332,332,duly,duly,duly,332,332,332
6319,24885,1543,588,803,,duly,duly,873,723,616
6320,11376,1988,2179,1054,duly,duly,duly,356,867,142
6321,3555,3758,3598,700,delay,delay,duly,0,55,21
6322,27018,2087,2339,2305,duly,delay,duly,302,43,91
6323,5688,47,31,0,delay,duly,duly,78,0,0
6324,39105,-87,626,474,,,duly,357,1067,624
6325,10665,27,4,9,,,duly,4,13,9
6326,2133,0,0,100,delay,,duly,0,100,0
6327,34128,298,266,0,,,duly,525,40,0
6328,3555,1558,1574,1713,delay,delay,duly,50,84,71
6329,14931,8040,8088,7743,duly,duly,duly,391,320,267
6330,10665,10358,5171,2288,delay,duly,duly,353,226,221
6331,18486,19115,19108,18483,duly,delay,duly,1936,334,646
6332,24885,25079,24419,12771,delay,duly,duly,518,909,569
6333,11376,1498,718,116,duly,duly,duly,356,178,241
6334,35550,3993,3020,2289,duly,duly,duly,323,320,178
6335,9954,6735,6407,4474,duly,duly,delay,327,459,160
6336,2133,1904,1080,1146,duly,duly,duly,110,56,46
6337,3555,3265,1277,0,delay,duly,duly,77,0,0
6338,10665,813,861,867,delay,delay,delay,53,30,28
6339,3555,3197,3138,2449,duly,delay,duly,178,142,107
6340,13509,10044,10024,8124,delay,duly,duly,234,326,244
6341,14220,7,13,-11,duly,,duly,0,18,0
